;ImageID;Xc;Yc;Orientation;Class;Full_Contain;Occlude;X1;X2;X3;X4;Y1;Y2;Y3;Y4;Xmin;Ymin;Xmax;Ymax;Xmin_rel;Ymin_rel;Xmax_rel;Ymax_rel
127;00000041.txt;31.425519;154.204369;1.457645;5;1;0;24;35;39;28;139;137;170;172;24;137;39;172;0.046875;0.267578125;0.076171875;0.3359375
128;00000041.txt;36.290585;178.877199;0.624023;23;1;1;32;44;41;28;172;182;185;177;28;172;44;185;0.0546875;0.3359375;0.0859375;0.361328125
129;00000041.txt;457.056431;50.787106;0.039979;11;1;0;467;467;448;448;48;55;55;47;448;47;467;55;0.875;0.091796875;0.912109375;0.107421875
130;00000041.txt;483.863933;47.312059;-0.117109;9;1;0;494;495;474;473;42;50;52;46;473;42;495;52;0.923828125;0.08203125;0.966796875;0.1015625
131;00000041.txt;498.210912;21.149923;0.000000;1;1;0;509;509;488;488;17;26;25;18;488;17;509;26;0.953125;0.033203125;0.994140625;0.05078125
132;00000041.txt;167.495858;304.378719;2.413823;1;1;0;173;177;163;159;296;301;314;308;159;296;177;314;0.310546875;0.578125;0.345703125;0.61328125
133;00000041.txt;203.233353;467.171574;-1.620755;1;1;0;199;207;208;200;458;457;478;477;199;457;208;478;0.388671875;0.892578125;0.40625;0.93359375
134;00000041.txt;206.385691;498.931374;-1.675673;11;1;0;201;210;211;204;490;490;509;509;201;490;211;509;0.392578125;0.95703125;0.412109375;0.994140625
135;00000042.txt;425.020816;70.863927;1.310194;4;1;0;417;429;434;421;63;60;80;81;417;60;434;81;0.814453125;0.1171875;0.84765625;0.158203125
136;00000042.txt;396.690912;78.211168;1.475845;4;1;0;403;389;390;405;70;71;87;86;389;70;405;87;0.759765625;0.13671875;0.791015625;0.169921875
137;00000043.txt;33.154797;382.778518;1.424638;10;1;0;23;37;46;28;359;358;407;408;23;358;46;408;0.044921875;0.69921875;0.08984375;0.796875
138;00000043.txt;54.409579;378.027448;1.394562;10;1;0;43;60;65;50;361;359;396;397;43;359;65;397;0.083984375;0.701171875;0.126953125;0.775390625
139;00000043.txt;153.588614;233.602611;1.396895;10;1;0;147;158;162;149;225;224;243;243;147;224;162;243;0.287109375;0.4375;0.31640625;0.474609375
140;00000043.txt;365.344270;79.851243;1.470415;31;1;0;353;375;380;355;64;61;96;99;353;61;380;99;0.689453125;0.119140625;0.7421875;0.193359375
141;00000043.txt;231.904243;306.527316;0.197396;1;1;0;222;243;241;222;301;305;313;309;222;301;243;313;0.43359375;0.587890625;0.474609375;0.611328125
142;00000043.txt;223.068921;373.625746;0.609163;2;1;0;214;236;232;211;363;378;385;370;211;363;236;385;0.412109375;0.708984375;0.4609375;0.751953125
143;00000043.txt;228.486807;333.283337;3.023230;31;1;0;204;250;253;207;323;316;346;350;204;316;253;350;0.3984375;0.6171875;0.494140625;0.68359375
144;00000043.txt;260.160599;355.204935;-0.000000;31;1;0;241;278;280;242;340;340;371;371;241;340;280;371;0.470703125;0.6640625;0.546875;0.724609375
145;00000043.txt;283.665888;330.616070;2.990847;31;1;0;262;301;306;266;321;312;344;347;262;312;306;347;0.51171875;0.609375;0.59765625;0.677734375
146;00000043.txt;315.172977;347.536543;-0.045945;31;1;0;294;336;338;293;333;333;361;365;293;333;338;365;0.572265625;0.650390625;0.66015625;0.712890625
147;00000043.txt;340.178603;323.864551;2.892442;31;1;0;315;359;364;323;315;303;335;344;315;303;364;344;0.615234375;0.591796875;0.7109375;0.671875
148;00000043.txt;368.708201;342.453634;-0.057408;31;1;0;345;389;392;349;328;325;358;360;345;325;392;360;0.673828125;0.634765625;0.765625;0.703125
149;00000043.txt;392.796955;312.363531;3.028976;31;1;0;368;412;416;376;298;292;329;332;368;292;416;332;0.71875;0.5703125;0.8125;0.6484375
150;00000043.txt;415.874762;508.613153;3.108925;31;0;1;396;435;436;398;497;494;522;522;396;494;436;522;0.7734375;0.96484375;0.8515625;1.01953125
151;00000044.txt;69.002601;18.083057;0.285463;1;1;0;59;82;80;57;11;18;26;19;57;11;82;26;0.111328125;0.021484375;0.16015625;0.05078125
152;00000044.txt;125.872623;200.624978;-0.351445;11;1;0;136;139;117;113;193;200;208;202;113;193;139;208;0.220703125;0.376953125;0.271484375;0.40625
153;00000044.txt;137.312696;221.486289;2.834547;1;1;0;146;149;130;124;215;222;230;220;124;215;149;230;0.2421875;0.419921875;0.291015625;0.44921875
154;00000044.txt;230.515651;184.362128;3.116598;11;1;0;219;241;240;222;181;181;188;189;219;181;241;189;0.427734375;0.353515625;0.470703125;0.369140625
155;00000044.txt;254.405218;184.810758;3.128606;1;1;0;245;264;264;245;182;181;189;189;245;181;264;189;0.478515625;0.353515625;0.515625;0.369140625
156;00000044.txt;323.162196;-1.880994;-1.570796;11;0;1;319;328;328;319;-13;-13;9;9;319;-13;328;9;0.623046875;-0.025390625;0.640625;0.017578125
157;00000044.txt;425.786389;22.793675;0.030294;11;1;0;414;438;439;414;19;19;28;27;414;19;439;28;0.80859375;0.037109375;0.857421875;0.0546875
158;00000044.txt;422.197346;98.051417;1.332552;1;1;0;424;428;421;417;88;106;108;91;417;88;428;108;0.814453125;0.171875;0.8359375;0.2109375
159;00000044.txt;433.300948;106.463235;1.550181;11;1;0;429;437;438;430;95;94;119;118;429;94;438;119;0.837890625;0.18359375;0.85546875;0.232421875
160;00000044.txt;418.832619;126.875917;-1.596001;23;1;1;413;424;426;413;113;112;142;142;413;112;426;142;0.806640625;0.21875;0.83203125;0.27734375
161;00000044.txt;433.188790;138.315990;1.514676;5;1;1;427;438;439;429;128;127;151;148;427;127;439;151;0.833984375;0.248046875;0.857421875;0.294921875
162;00000044.txt;301.222269;314.617306;2.775672;23;1;1;286;313;317;290;315;304;315;325;286;304;317;325;0.55859375;0.59375;0.619140625;0.634765625
163;00000044.txt;309.073301;324.823646;-0.394791;11;1;0;297;318;322;300;327;317;324;332;297;317;322;332;0.580078125;0.619140625;0.62890625;0.6484375
164;00000044.txt;335.206019;409.166152;-0.378142;1;1;0;324;342;347;329;410;402;410;416;324;402;347;416;0.6328125;0.78515625;0.677734375;0.8125
165;00000044.txt;365.937198;397.501763;2.767866;23;1;1;350;377;381;357;399;387;398;407;350;387;381;407;0.68359375;0.755859375;0.744140625;0.794921875
166;00000044.txt;361.787367;421.952117;2.785957;1;1;1;351;369;373;355;422;415;423;429;351;415;373;429;0.685546875;0.810546875;0.728515625;0.837890625
167;00000044.txt;12.250862;322.395052;-1.777332;11;1;0;5;14;21;10;312;307;335;336;5;307;21;336;0.009765625;0.599609375;0.041015625;0.65625
168;00000045.txt;153.467071;186.517399;-3.141592;23;1;1;140;166;165;144;182;182;192;192;140;182;166;192;0.2734375;0.35546875;0.32421875;0.375
169;00000045.txt;150.463944;198.289656;0.013698;5;1;0;132;169;168;132;193;193;204;203;132;193;169;204;0.2578125;0.376953125;0.330078125;0.3984375
170;00000045.txt;79.830405;212.824789;-0.173901;1;1;0;70;89;89;71;212;207;216;218;70;207;89;218;0.13671875;0.404296875;0.173828125;0.42578125
171;00000045.txt;77.067528;234.327176;0.053283;1;1;0;68;87;86;68;230;231;239;238;68;230;87;239;0.1328125;0.44921875;0.169921875;0.466796875
172;00000045.txt;464.079849;72.792661;-0.501604;1;1;1;470;474;457;456;65;73;80;74;456;65;474;80;0.890625;0.126953125;0.92578125;0.15625
173;00000045.txt;452.187467;178.502720;-2.843094;11;1;1;445;463;461;441;173;178;186;179;441;173;463;186;0.861328125;0.337890625;0.904296875;0.36328125
174;00000045.txt;462.037722;288.067319;1.782754;1;1;0;461;468;464;456;277;280;299;298;456;277;468;299;0.890625;0.541015625;0.9140625;0.583984375
175;00000045.txt;230.950278;341.912656;1.597106;1;1;0;228;235;235;227;333;333;352;351;227;333;235;352;0.443359375;0.650390625;0.458984375;0.6875
